term	short_vi	review_status	review_method	source	source_license	review_note
rhetoric	tu từ học	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/rhetoric	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'art of using language for persuasion' matches short gloss 'the art of persuasive speaking'; translation 'tu từ học' is a proper Vietnamese term.
rinse	tráng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/rinse	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('wash quickly using water and no soap') directly matches short gloss 'a quick wash with water'; translation 'tráng' is present and is correct Vietnamese.
riot	bạo loạn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/riot	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a violent public disturbance' matches sense 'tumultuous disturbance of public peace' and Vietnamese 'bạo loạn' is an exact match.
ripple	gợn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/ripple	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	“gợn” denotes a small wave or undulation on water and matches the gloss; the alternative contains wiki markup so was not used.
rosemary	hương thảo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/rosemary	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a fragrant cooking herb' matches the herb sense; 'hương thảo' is a correct Vietnamese translation present.
rot	rữa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/rot	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense denotes decomposition/decay; 'rữa' is a correct Vietnamese translation.
router	bộ định tuyến	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/router	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense describes a network device; ‘bộ định tuyến’ is a proper Vietnamese term present in the translations.
ruby	hồng ngọc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/ruby	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'hồng ngọc' is the correct Vietnamese term for the gem/color sense matching the gloss.
rum	rượu rum	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/rum	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'distilled sugarcane liquor' matches sense 'distilled spirit'; 'rượu rum' is a usable Vietnamese form present in the translations.
ruthless	tàn nhẫn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/ruthless	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'without pity or mercy' matches Vietnamese 'tàn nhẫn' despite missing sense_label; the translation is an appropriate equivalent.
sabotage	phá hoại	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sabotage	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'deliberate damage or destruction' matches the sense 'deliberate action of subversion, obstruction, disruption, destruction'; 'phá hoại' directly corresponds.
sacrifice	hi sinh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sacrifice	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'to destroy or surrender (something) for the sake of something else' matches short gloss 'giving something up for another'; 'hi sinh' is an exact provided translation.
salvation	cứu rỗi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/salvation	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'act of being saved' matches the religious/process sense 'the process of being saved'; 'cứu rỗi' is the correct Vietnamese translation provided.
sap	nhựa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sap	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'nhựa' is a correct Vietnamese rendering of plant sap (one of the provided translations).
sapphire	xa-phia	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sapphire	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'xa-phia' is a usable Vietnamese form corresponding to the gem/color sense in the gloss.
sarcasm	mỉa mai	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sarcasm	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'mocking or ironic remark' corresponds to sense 'derision, facetiousness' and Vietnamese 'mỉa mai' is an accurate match.
satin	xa-tanh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/satin	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label describes cloth with a glossy surface; translation 'xa-tanh' matches Vietnamese term for satin.
savior	cứu tinh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/savior	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'cứu tinh' matches 'person who rescues others'.
scam	lừa đảo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/scam	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	sense_label 'to defraud or embezzle' with translation 'lừa đảo' clearly matches 'dishonest scheme to cheat'. (The other sense's translation is malformed with wiki markup.)
scenario	kịch bản	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/scenario	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short_en 'possible sequence of events' matches sense 'outline or model of an expected or supposed sequence of events' and 'kịch bản' is an exact usable match.
schizophrenia	tâm thần phân liệt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/schizophrenia	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'tâm thần phân liệt' correctly and unambiguously matches 'a thought-distorting illness' (mental disorder).
screenplay	kịch bản	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/screenplay	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('script for a movie or a television show') matches short gloss 'script for a film'; 'kịch bản' is the exact provided translation.
secular	thế tục	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/secular	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 'not specifically religious' matches 'not religious'; 'thế tục' is appropriate.
seismic	địa chấn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/seismic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'relating to earthquakes' matches sense_label 0 and the translation 'địa chấn' is correct.
semantics	ngữ nghĩa học	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/semantics	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'ngữ nghĩa học' matches 'the study of meaning' and is present in the supplied translations for the sense.
seminary	chủng viện	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/seminary	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	“chủng viện” is the correct Vietnamese term for a theological school for training clergy.
sentimental	đa cảm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sentimental	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'showing tender feelings' matches sense 0 about sentimentality; 'đa cảm' is an exact Vietnamese match.
sesame	mè	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sesame	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a small edible seed' corresponds to the 'seed' sense (second sense). 'mè' is an available Vietnamese translation for the seed sense.
shack	chòi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/shack	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a small, roughly built hut' matches sense 'crude hut' and Vietnamese 'chòi' is an appropriate equivalent.
shady	râm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/shady	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'blocked from sunlight' matches sense 'abounding in shades' and 'râm' is a usable Vietnamese translation.
shameless	trơ trẽn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/shameless	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'without guilt or embarrassment' matches sense 'having no shame' and 'trơ trẽn' is an appropriate Vietnamese translation.
shareholder	cổ đông	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/shareholder	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a company stock owner' matches sense 'one who owns shares of stock'; 'cổ đông' is an exact Vietnamese translation present (avoiding the Chinese entry).
shark	cá mập	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/shark	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a large predatory fish' matches sense 'fish'; 'cá mập' is a correct Vietnamese translation (one of the provided options).
shrine	linh địa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/shrine	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'linh địa' ('sacred place') best matches 'a sacred place of worship' among the provided translations.
sibling	anh chị em	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sibling	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Direct match: 'a brother or sister' corresponds to the provided translation 'anh chị em'.
siege	bao vây	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/siege	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'bao vây' directly corresponds to a military siege; chosen among provided options ('bao vây' | 'phong tỏa').
sip	hớp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sip	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a small drink' matches sense 0 'A small mouthful of drink'; translation 'hớp' is a correct, usable Vietnamese form.
slippery	trơn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/slippery	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'of a surface' and short gloss 'hard to hold or stand on' match; 'trơn' is an appropriate Vietnamese term.
slut	đĩ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/slut	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a promiscuous woman' matches sense 'sexually promiscuous woman' and 'đĩ' (present in translations) is a direct Vietnamese equivalent.
smuggling	buôn lậu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/smuggling	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'buôn lậu' directly corresponds to short gloss 'illegal secret transport of goods'.
snail	ốc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/snail	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	sense 'any animal of the class Gastropoda having a shell' clearly matches and 'ốc' is a correct, usable Vietnamese translation.
softball	bóng mềm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/softball	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'a big-ball baseball variant' corresponds to the game sense with translation 'bóng mềm'.
solitary	đơn độc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/solitary	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'alone or isolated' matches sense 'living alone or being by oneself' and Vietnamese 'đơn độc' is a correct translation.
soy	đậu nành	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/soy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a food-and-sauce bean' clearly matches the supplied translation 'đậu nành'.
spacious	rộng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/spacious	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	“rộng” accurately matches ‘having plenty of room’ (spacious).
spam	thư rác	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/spam	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'thư rác' matches 'unsolicited bulk electronic messages' and is usable Vietnamese.
spatial	không gian	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/spatial	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'relating to space or position' matches sense 'pertaining to space' and translation 'không gian' is usable Vietnamese.
spear	thương	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/spear	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a long pointed weapon' matches sense 'long stick with a sharp tip'; 'thương' is a valid Vietnamese translation (one of the provided options).
specification	đặc tả	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/specification	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'explicit set of requirements' matches short gloss 'a detailed requirement or description'; 'đặc tả' is a direct match.
specimen	mẫu vật	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/specimen	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'sample' matches short gloss 'a sample used for study'; 'mẫu vật' is a direct, usable translation.
sperm	tinh trùng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sperm	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'tinh trùng' precisely matches 'male reproductive cell' and is an exact Vietnamese string present in the translations.
spit	nước bọt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/spit	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Second sense_label is 'saliva' and translation 'nước bọt' exactly matches the English short gloss 'saliva'.
spokesperson	người phát ngôn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/spokesperson	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label matches 'a group's speaker' and 'người phát ngôn' is an appropriate Vietnamese translation present in the supplied options.
squid	mực ống	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/squid	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Plain Vietnamese translation matches the short gloss 'a sea creature with tentacles'.
squirrel	sóc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/squirrel	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'sóc' is the Vietnamese for a small bushy-tailed rodent.
staircase	cầu thang	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/staircase	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'cầu thang' matches 'a set of stairs / stairway'.
stalk	thân	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/stalk	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('stem or main axis of a plant') matches the short gloss and 'thân' is an appropriate Vietnamese term.
sterile	vô trùng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/sterile	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'free of germs' exactly matches sense 'germless' with translation 'vô trùng'.
streak	vệt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/streak	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a long thin mark' matches sense 'irregular line' and 'vệt' is the correct Vietnamese term.
stroll	đi dạo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/stroll	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a slow, relaxed walk' matches the senses 'wandering on foot'/'wander on foot' and 'đi dạo' is an appropriate Vietnamese equivalent.
stronghold	thành trì	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/stronghold	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense ('place of domination, or refuge or survival') aligns with the short gloss 'a well-defended place'; 'thành trì' is a correct Vietnamese term provided.
subordinate	thuộc cấp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/subordinate	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'thuộc cấp' matches the sense 'lower in rank' and is a usable Vietnamese translation.
subscribe	đăng kí	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/subscribe	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'to sign up regularly' matches sense 'to sign up to receive a publication' and translation 'đăng kí' is a usable Vietnamese string present in the data.
subsidy	trợ cấp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/subsidy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'money given to support something' matches the translation 'trợ cấp' exactly.
suburban	ngoại ô	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/suburban	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('relating to outskirts of a city') matches short gloss 'relating to a residential area'; 'ngoại ô' is the exact Vietnamese string provided.
suffice	đủ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/suffice	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'to be enough' matches sense 'be enough, sufficient, adequate' and 'đủ' is a clean usable Vietnamese translation (the alternative contains wiki markup and was ignored).
supremacy	bá quyền	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/supremacy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense meaning 'being the greatest in power' matches 'bá quyền', which is a usable Vietnamese translation present (ignoring the included Chinese alternative).
swipe	quẹt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/swipe	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a quick sweeping stroke' matches sense 'to interact with a touch screen' and 'quẹt' is the provided Vietnamese equivalent.
synagogue	giáo đường Do thái	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/synagogue	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a Jewish place of worship' matches sense 'Jewish place of worship'; 'giáo đường Do thái' is the provided Vietnamese translation.
syntax	cú pháp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/syntax	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'the structure of a sentence' matches sense 0 'set of rules...' and the usable Vietnamese option present is 'cú pháp' (avoiding the Chinese variant).
synthesis	tổng hợp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/synthesis	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	"""tổng hợp"" matches 'combining parts into a whole' and is provided."
syrup	xi-rô	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/syrup	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a thick sweet liquid' matches sense and translation 'xi-rô' (syrup).
tactic	chiến thuật	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tactic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a planned method' corresponds to sense 'action to achieve some end'; 'chiến thuật' is an appropriate Vietnamese translation.
tailor	thợ may	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tailor	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 matches 'a fitted-clothes maker' and 'thợ may' is correct Vietnamese translation.
tar	hắc ín	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tar	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	short gloss matches the substance sense; 'hắc ín' is the provided Vietnamese translation.
tavern	tửu quán	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tavern	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'a drink and food place' corresponds to 'tửu quán' (tavern/bar).
technician	kĩ thuật viên	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/technician	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'kĩ thuật viên' is a correct Vietnamese rendering of 'a practical skilled worker' (technician) from the provided translations.
template	bản mẫu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/template	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a guiding making pattern' corresponds to the physical-object sense; translation 'bản mẫu' is provided and appropriate.
tempo	nhịp độ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tempo	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'nhịp độ' correctly matches the musical sense 'the speed of music' and is present among the supplied translations.
theoretically	về lý thuyết	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/theoretically	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'về lý thuyết' directly corresponds to 'in theory' and matches the short gloss.
thorn	gai	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/thorn	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'sharp protective structure of a plant' clearly matches short gloss 'a plant's sharp point'; translation 'gai' is exact and appropriate.
thou	ngươi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/thou	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'ngươi' is a valid Vietnamese equivalent for archaic subject-form 'you' and is present in the supplied translations.
thug	du côn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/thug	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'someone who treats others violently or roughly' matches 'a violent criminal'; 'du côn' is the correct Vietnamese gloss.
thy	của mày	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/thy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Archaic possessive 'thy' corresponds to a second-person singular possessive; 'của mày' is an existing Vietnamese rendering in the supplied translations.
tier	tầng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tier	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'tầng' is an exact Vietnamese translation matching the short gloss 'a level or row' and the sense 'layer or rank'.
tinder	bùi nhùi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/tinder	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'bùi nhùi' corresponds to dry fibrous material used as tinder and matches the English gloss 'easily catching fire material'.
torpedo	ngư lôi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/torpedo	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'an underwater exploding missile' matches sense 'underwater weapon'; 'ngư lôi' is the correct Vietnamese translation present.
torso	thân mình	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/torso	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	"""thân mình"" is a usable Vietnamese rendering of 'torso' and is among the supplied options."
trademark	thương hiệu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/trademark	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'thương hiệu' (present in the translations) matches 'a symbol identifying a brand' and contains no markup or non-Vietnamese characters.
trajectory	quỹ đạo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/trajectory	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'path of a body' matches 'the path something follows'; 'quỹ đạo' is a correct Vietnamese translation present in the supplied translations (avoids the non-Vietnamese/Chinese form).
